3590768,JavaScript语言精粹,,Douglas Crockford,赵泽欣、鄢学鹍,电子工业出版社,2009年,35.00,9.1
26635862,Modern PHP（中文版）,,Josh Lockhart,安道,中国电力出版社,2015-9,39,8.7
1942934,Head First Servlets & JSP（中文版）,通过SCWCD考试之路,（美）巴萨姆、（美）塞若、（美）贝茨,苏钰函、林剑,中国电力出版社,2006-10,98.00元,8.8
3022779,ppk谈JavaScript,,Peter-Paul Koch,淘宝UED,人民邮电出版社,2008-4,59.00元,8.6
3007076,精通JavaScript,,John Resig,江疆、陈贤安,人民邮电出版社,2008-4-1,49.00元,8.6
26869219,HTTPS权威指南,在服务器和Web应用上部署SSL-TLS和PKI,[英] Ivan Risti?,杨洋、李振宇、蒋锷、周辉、陈传文,人民邮电出版社,2016-9,99.00元,7.7
1898098,精通CSS,高级Web标准解决方案,Andy Budd,陈剑瓯,人民邮电出版社,2006,39.00,8.4
25786138,Effective JavaScript,编写高质量JavaScript代码的68个有效方法,赫尔曼 (David Herman),黄博文、喻杨,机械工业出版社,2014-1-1,CNY 49.00,8.4
26838547,深入理解 Flask,掌握用Python创建强大动态Web应用的技术,[美]Jack Stouffer,苏丹,电子工业出版社,2016-7-1,79.00,7.9
5402708,HTML5高级程序设计,,Peter Lubbers、Ric Smith、Frank Salim、Brian Albers,李杰、柳靖、刘淼,人民邮电出版社,2011-1,45.00元,7.6
26436506,Deep Web File #網絡奇談,,恐懼鳥,,點子出版Idea Publication,2015-6-10,HKD$88.00,8.1
26590145,python黑帽子,黑客与渗透测试编程之道,[美]Justin Seitz,孙松柏、李聪、润秋,电子工业出版社,2015-8-1,55,7.5
25986284,单页Web应用,JavaScript从前端到后端,米可夫斯基 (Michael S. Mikowski)、鲍威尔 (Josh C. Powell),包勇明,人民邮电出版社,2014-9-1,CNY 69.00,8.0
3012828,JAVASCRIPT语言精髓与编程实践,,周爱民,,电子工业出版社,2008-3,68.00元,8.5
3082293,jQuery基础教程,,Karl Swedberg、Jonathan Chaffer,李松峰、李炜,人民邮电出版社,2008-7,45.00元,7.8
20022383,JavaScript and JQuery,Interactive Front-end Web Development,Jon Duckett,,Wiley,2014-1,USD 39.99,9.1
3329540,JavaScript设计模式,,Ross Harmes、Dustin Diaz,谢廷晟,人民邮电出版社,2008,45.00元,8.4
3260737,精通Web Analytics,来自专家的最佳Web分析策略,(美国)(Avinash Kaushik)卡希克,杨艳、王春楠,清华大学出版社,2008,48.00元,7.5
21263576,响应式Web设计实践,,[美] Tim Kadlec,侯鸿儒,人民邮电出版社,2013-3-1,55.00元,8.2
24316255,Go Web编程,,谢孟军,,电子工业出版社,2013-6-1,65.00元,7.8
2298856,一目了然,Web软件显性设计之路,ROBERT HOEKMAN,何潇,机械工业出版社,2008-1,39.00元,7.7
4241826,高性能MySQL（第二版）,,Baron Schwartz、Peter Zaitsev、Vadim Tkachenko、Jeremy D.Zawodny、Arjen Lent、Derek J.Ballin,王小东、李军、康建勋,电子工业出版社,2010年1月,99.00元,8.8
3082278,JavaScript DOM高级程序设计,,Jeffrey Sambells、Aaron Gustafson,李松峰、李雅雯,人民邮电出版社,2008-7,59.00元,8.8
11610880,HTML5秘籍,,Matthew MacDonald,李松峰、朱巍,人民邮电出版社,2012-8,79.00元,8.3
5290563,网页设计创意书,,Patrick McNeil,图灵编辑部,人民邮电出版社,20101015,45.00元,7.9
10546139,SEO艺术,,Eric Enge、Stephan Spencer、Rand Fishkin,昝辉,电子工业出版社,2012-4,89.00元,8.0
4926708,网站设计解构,有效的交互设计框架和模式,[美] Robert Hoekman,Jr.、[美] Jared Spool,向怡宁,人民邮电出版社,2010-09,59.00元,7.3
6799555,网站运维,保持数据实时的秘技,阿尔斯帕瓦、罗宾斯,杨建华,电子工业出版社,2011-9,49.00元,8.3
20390374,响应式Web设计,HTML5和CSS3实战,Ben Frain,王永强,人民邮电出版社,2013-1-1,49.00元,7.3
19894872,Head First HTML5 Programming（中文版）,,埃里克•弗里曼 (Eric Freeman)、伊丽莎白•罗布森 (Elisabeth Robson),,中国电力出版社,2012-9,78.00元,8.3
1230451,网站重构,应用Web标准进行设计,[美] Jeffrey Zeldman,傅捷、王宗义、祝军,电子工业出版社,2005-4,38.00元,7.9
25966265,ECMAScript6入门,,阮一峰,,电子工业出版社,2014-8-1,CNY 49.00,8.1
19965586,深入分析Java Web技术内幕,,许令波,,电子工业出版社,2012-9,69.00元,7.3
1839273,应用Rails进行敏捷Web开发,,Dave Thomas, David Hansson等,林芷薰,电子工业出版社,2006-7,65.00元,8.6
1873926,CSS网站布局实录,,李超,,科学出版社 希望电子出版社,2006-9,32.0,8.2
4881987,编写高质量代码,Web前端开发修炼之道,曹刘阳,,机械工业出版社,2010年7月,49.00元,7.7
2157554,赢在用户,Web人物角色创建和应用实践指,[美]Steve Mulder、[美]Zivv Yarr,范晓燕,机械工业出版社,2007-08-01,29.00,8.0
25911735,TCP/IP网络编程,,[韩] 尹圣雨,金国哲,人民邮电出版社,2014-7,79.00元,8.7
10482084,CSS3实用指南,,吉伦瓦特,屈超、周志超,人民邮电出版社,2012-3,49.00元,8.1
10756899,高扩展性网站的50条原则,,[美] Martin L. Abbott、[美]Michael T. Fisher,张欣、杨海玲,人民邮电出版社,2012-6-3,35.00元,7.4
4746407,深入PHP,面向对象、模式与实践（第2版）,Matt Zandstra,陈浩、吴孙滨、胡丹,人民邮电出版社,2010-5,59.00元,8.5
1937913,无懈可击的Web设计,利用XHTML和CSS提高网站的灵活性与适应性,Dan Cederholm,常可、刘申,清华大学出版社,2006,49.80元,8.1
6854551,REST实战,超媒体和系统架构,Jim Webber、Savas Parastatidis、Ian Robinson,李锟、俞黎敏、马钧、崔毅,东南大学出版社,2011-10,78.00元,7.4
25752512,用AngularJS开发下一代Web应用,,[美] Brad Green、Sbyam Seshadri,大漠穷秋,电子工业出版社,2013-10,55.00元,7.2
1171117,HTML和XHTML权威指南(第五版),,Chuck Musciano、Bill Kennedy,技桥,清华大学出版社,2004-6-1,72.00元,8.1
2208550,CSS实战手册,,David Sawyer McFarland,俞黎敏,电子工业出版社,2007-07-01,68.00元,8.7
25945442,AngularJS权威教程,,[美] Ari Lerner,赵望野、徐　飞、何鹏飞,人民邮电出版社,2014-8,99.00元,7.3
5351808,众妙之门,,Smashing Magazine,贾云龙、王士强,人民邮电出版社,2010-11-01,55.00,8.0
26640135,Python Web开发：测试驱动方法,测试驱动方法,Harry J.W. Percival,安道,人民邮电出版社,2015-10,99,7.6
6393626,秩序之美,网页中的风格设计,Vinh,,人民邮电,2011-5,35.00元,7.9
26369253,图解服务器端网络架构,,[日] 宫田宽士,曾薇薇,人民邮电出版社,2015-4,79.00元,7.1
2032343,Programming Ruby中文版,,托马斯,孙勇、姚延栋、张海峰,电子工业出版社,2007-3,99.00元,8.3
1798896,The Definitive Guide to Django,Web Development Done Right,Adrian Holovaty、Jacob Kaplan-Moss,,Apress,2007-12-06,CAD 45.14,8.6
2193687,HTML XHTML CSS 基础教程（第6版）,,[美] Elizabeth Castro,陈剑瓯、张扬,人民邮电出版社,2007-8,59.00元,8.2
3343802,学习Web设计,学习Web设计,罗宾斯,靳志伟,机械工业出版社,2009-1,65.00元,8.3
2372267,Head First JavaScript,,Michael Morrison,,O'Reilly,December 2007,$39.99,8.2
25767596,了不起的Node.js,将JavaScript进行到底,劳奇 (Guillermo Rauch),赵静,电子工业出版社,2014-1,79.00元,7.4
26305106,Web前端开发最佳实践,,党建,,机械工业出版社,2015-1,59.00元,7.3
3118374,就这么简单,Web开发中的可用性和用户体验,向怡宁,,清华大学出版社,2008-06-01,79.00元,7.6
1765779,什么是网页设计,,麦克唐纳,戴刚,中国青年出版社,2006-3,78.00元,7.4
4099306,PHP经典实例,,（美）斯克拉、（美）切贝特伯格,李松峰、秦绪文、李丽,中国电力出版社,2009-10,98.00元,7.9
4251875,实战Nginx,取代Apache的高性能Web服务器,张宴,,电子工业出版社,2010年2月,55.00元,6.8
25972633,大型分布式网站架构设计与实践,一线工作经验总结，囊括大型分布式网站所需技术的全貌、架构设计的核,陈康贤,,电子工业出版社,2014-9-1,79.00元,5.9
25853744,Speaking JavaScript,,Axel Rauschmayer,,O'Reilly Media,2014-3-21,USD 39.99,8.0
25891125,web性能实践日志,,［加］Stoyan Stefanov,王玉林、吴英杰、庄婷婷、唐云飞,人民邮电出版社,2014-5,39,8.2
6521003,Responsive Web Design,,Ethan Marcotte,,Happy Cog,2011-6,USD 18.00,8.4
1087502,Web可用性设计,,JakobNielsen,潇湘工作室,人民邮电出版社,2000-11-01,68.0,7.8
2579849,Letting Go of the Words,Writing Web Content that Works (Interactive Technologies) (Interactive Technologies),Janice (Ginny) Redish,,Morgan Kaufmann,2007-06-11,USD 49.95,8.3
19977785,MongoDB实战,,[美] Kyle Banker,丁雪丰,人民邮电出版社,2012-10,59.00元,8.3
26464952,服务设计与创新实践,,宝莱恩 (Andy Polaine)、乐维亚 (Lavrans Lovlie)、里森 (Ben Reason),王国胜、张盈盈、付美平、赵芳,清华大学出版社,2015-6-1,CNY 69.00,7.8
4200645,Web容量规划的艺术,,阿尔斯帕瓦,,机械工业出版社,2010-1,29.00元,7.5
2028747,HTTP Developer's Handbook,,Chris Shiflett,,Sams Publishing,2003-3-29,USD 39.99,9.0
25910556,WebKit技术内幕,,朱永盛,,电子工业出版社,2014-6,79.00元,7.2
25844628,网站运维技术与实践,,饶琛琳,,电子工业出版社,2014-3,69.00元,7.2
1879670,撬动地球的Google,,[美] 戴维·怀斯、马克·马西德,张岩 等,中信出版社,2006-9,35.00元,7.3
2208548,CSS,TheMissingManual,麦克法兰,,江苏东南大学,2007-6,65.00元,9.0
22994746,Servlet和JSP学习指南,,Budi Kurniawan,崔毅、俞哲皆、俞黎敏,机械工业出版社华章公司,2013-4-14,59.00元,7.7
4924293,赢在设计,网页设计如何大幅提升网站收益,[美] 洛芙迪 (Lance Loveday)、[美] 尼豪斯 (Sandra Niehaus),刘淼、枊靖、王卓昊,人民邮电出版社,2010-8,55.00,8.0
1764900,Ajax实战,,Dave Crane Eric Pascarello,李锟(网名dlee),人民邮电出版社,2006年4月,69,8.0
26376363,Bootstrap实战,,[美] David Cochran、[美] Ian Whitley,李松峰,人民邮电出版社,2015-5,49.00元,7.3
1958938,PHP与MySQL 5程序设计,,W.Jason Gilmore,朱涛江,人民邮电出版社,2007年01月,79.00元,7.7
1903588,深入体验Java Web开发内幕,核心基础,张孝祥,,电子工业出版社,2006-10-1,58.00元,8.2
26077205,Web应用安全权威指南,,德丸浩,赵文、刘斌,人民邮电出版社,2014-10,79,7.5
1474132,Mining the Web,Discovering Knowledge from Hypertext Data,Soumen Chakrabarti,,Morgan Kaufmann,2002-10-23,USD 96.95,7.5
1173876,Servlet与JSP核心编程,,(美国)霍尔等著、赵学良译,霍尔,清华大学出版社,2004-06-01,59.0,8.1
1152116,Tomcat与Java Web开发技术详解,,孙卫琴,,电子工业出版社,2004-4-1,45.00元,6.6
7007666,认知盈余,自由时间的力量,[美] 克莱·舍基,胡泳、哈丽丝,中国人民大学出版社,2011-12,49.80元,7.2
1737592,Web设计禁忌,,Jeff Johnson,张颖,机械工业出版社,2006-2,38.00元,7.0
3639345,Web数据挖掘,,刘兵,俞勇,清华大学出版社,2009-4,49.00元,7.7
5263109,Ruby on Rails 3 Tutorial,Learn Rails by Example,Michael Hartl,,Addison-Wesley Professional,2010-12-16,USD 39.99,9.3
1998410,The Principles of Beautiful Web Design,,Jason Beaird,,SitePoint,January 31, 2007,$39.95,7.9
2137490,Python网络编程基础,使用Python构建网络程序的综合指南,John Goerzen,莫迟 等,电子工业出版社,2007,68.00,7.1
5348144,SEO实战密码,60天网站流量提高20倍,昝辉Zac,,电子工业出版社,2015-7,69.00元,8.4
25909777,跨终端Web,,徐凯,,电子工业出版社,2014-6-1,CNY 55.00,7.5
6068947,MongoDB权威指南,,[美] Kristina Chodorow、Michael Dirolf,程显峰,人民邮电出版社,2011-5,39.00元,7.6
26241601,响应式Web设计全流程解析,,【美】Stephen Hay,余果,人民邮电出版社,2014-9-1,55,8.0
26581686,Java Web高级编程,涵盖WebSockets、Spring Framework、JPA Hibernate和Spring Security,威廉斯 (Nicholas S.Williams),王肖锋,清华大学出版社,2015-6-1,CNY 99.80,8.0
10733304,基于MVC的JavaScript Web富应用开发,,麦卡劳(Alex MacCaw),李晶、张散集,电子工业出版社,2012-5,59.00元,8.3
6977329,HTML5和CSS3实例教程,,Brian P.Hogan,李杰、刘晓娜、柳靖、朱嵬,人民邮电出版社,2012-1,39.00元,7.3
2382147,精通HTML,语义、标准和样式,Paul Haine,杨明军,人民邮电出版社,2008-2,35.00元,8.1
5372270,网站性能监测与优化,,Alistair Croll、Sean Power,袁菲、房向明、袁继彬,人民邮电出版社,2010-12,79.00元,7.2
24697944,Web开发秘方,,Brian P. Hogan、Chris Warren、Mike Weber、Chris Johnson、Aaron Godin,七印部落,华中科技大学出版社,2013-7-10,66.00元,8.2
4233474,设计网事,互联网产品设计实践,千鸟,,清华大学出版社,2010-1,38.00元,7.6
3348282,设计沟通十器,,Daniel M. Brown,樊旺斌,机械工业出版社,2008-12,49.00元,7.6
3861113,Head First Ajax（中文版）,,莱尔(Rebecca M.Riordan)、等,,中国电力出版社,2010-7-1,78.00元,8.5
26369130,移动Web手册,,Peter-Paul Koch（彼得-保罗 科赫）,奇舞团,电子工业出版社,2015-4,65.00元,7.4
4312737,jQuery,Novice to Ninja,Earle Castledine、Craig Sharkie,,SitePoint,2010-02-28,USD 39.95,8.7
26673087,代码审计,企业级Web代码安全架构,尹毅,,机械工业出版社,2015-11-24,59.00,7.4
1268619,GUI设计禁忌,程序员和网页设计师界面设计必读,约翰逊,王蔓、刘耀明,机械工业出版社,2005-2-1,49.00元,7.3
3729998,Dynamic HTML权威指南（第3版）,囊括XHTML、CSS、DOM和JavaScript的综合参考,Danny Goodman,杨文俊、张苏、王卓,电子工业出版社,2009-6,99.80元,8.0
25920727,图解CSS3,核心技术与案例实战,廖伟华,,机械工业出版社,2014-7-1,CNY 79.00,6.8
24246865,Two Scoops of Django,Best Practices For Django 1.5,Daniel Greenfeld、Audrey M. Roy,,CreateSpace Independent Publishing Platform,2013-4-16,USD 29.95,8.4
4312608,流量的秘密,,(英)Brian Clifton,钟镭,人民邮电出版社,2010-2,45.00元,7.6
1824542,PHP和MySQL Web应用开发核心技术,,温施耐德,马朝晖,机械工业出版社,2006-9,78.00元,8.1
2152772,网站优化,通过提高Web可用性构建用户满意的网站,奈尔逊,张亮,电子工业出版社,2007-6,89.00元,7.7
3086812,Pro Django,,Marty Alchin,,Apress,2008-11-24,USD 49.99,8.4
3253845,Head First PHP & MySQL,,Lynn Beighley、Michael Morrison,,O'Reilly Media,2008-12-29,USD 44.99,8.6
5319798,搜索模式,,Peter Morville、Jeffery Callender,蒋彬,电子工业出版社,2010-10,35.00元,7.5
25909247,RESTful Web APIs中文版,,[美] Leonard Richardson、Mike Amundsen,李哲、赵震一,电子工业出版社,2014-6,79.00元,7.1
4090200,细说PHP,,高洛峰,,电子工业出版社,2009-10,79.00元,7.8
5992735,深入浅出Web设计（中文版）,,（美）瓦特罗尔、（美）西罗托,O'Reilly Taiwan公司,东南大学出版社,2010-11,99.00元,7.8
3136781,深入浅出Ajax（中文版）,,马劳克林,OReilly Taiwan公司,东南大学出版社,2008-5,88.00元,8.8
3271104,悟透JavaScript,,李战,,电子工业出版社,2008-12,49.00元,7.6
2071057,PHP程序设计,,勒道夫,陈浩、胡丹、徐景,电子工业出版社,2009-3,80.00元,7.7
26230343,Python网络编程攻略,,萨卡尔 (Dr.M.O.Faruque Sarker),安道,人民邮电出版社,2014-12-1,45.00元,6.4
3120034,JavaScript王者归来,,月影,,清华大学出版社,2008-7,86.00元,7.5
3042031,Web设计创新思维,用CSS、DOM脚本和XHTML进行Web设计创新,亚当斯,夏伟频,电子工业出版社,2008-2,68.00元,8.2
10793898,精彩绝伦的CSS,,[美] Eric A. Meyer,姬光,人民邮电出版社,2012-7,49.00元,7.9
25980975,Chrome扩展及应用开发,,李 喆,,人民邮电出版社,2014-10,49.00元,8.2
1191041,网络营销,,拉菲·默罕默德,,中国财政经济出版社,2004-10,65.00元,7.6
3102069,ActionScript 3.0编程精髓,ActionScript 3.0 编程精髓,Colin Moock,林吓洪,机械工业出版社,2008-5,99.00元,8.1
4189495,Java Web整合开发王者归来,,刘京华,,清华大学,2010-1,99.80元,7.5
26902158,Python高效开发实战,,刘长龙,,电子工业出版社,2016-10,89,7.0
10575920,众妙之门,网站UI设计之道2,Smashing Magazine网站,,陈宗斌,2012-4,59.00元,7.6
25839701,SEO深度解析,全面挖掘搜索引擎优化的核心秘密,痞子瑞,,电子工业出版社,2014-3-1,CNY 99.00,7.3
1984367,Everything Is Miscellaneous,The Power of the New Digital Disorder,David Weinberger,,Times Books,2007-05-01,USD 25.00,7.8
22793675,深入理解Nginx,模块开发与架构解析,陶辉,,机械工业出版社,2013-4-15,89.00元,8.3
5951504,Web表单设计,,Caroline Jarrett、Gerry Gaffney,董淑桢,人民邮电出版社,2011-3,35.00元,7.2
3592822,使用Java Web服务构建SOA,,汉森,成保栋,电子工业出版社,2009-3,98.00元,8.5
2023146,HTML与CSS入门经典,,[美] Dick Oliver、Michael Morrison,陈秋萍,人民邮电出版社,2007-3,39.00元,7.7
3764948,Google API大全,编程·开发·实例,高昂、段念、何峰、张凯峰、姚尚朗、苏哲、王翔、田淼、王俊煜、林胜、李明、刘宏伟,,电子工业出版社,2009-6,69.80元,7.3
3113639,写给大家的Web和版式设计书,,Robin Williams,李静,机械工业出版社,出版日期：2008-06,49.00元,7.7
1216773,Web数据挖掘:将客户数据转化为客户价值,,Gordon S.linoff、Michael j.a.berry,,电子工业出版社,2004-3-1,45.00,7.0
3182419,Object-Oriented JavaScript,Create scalable, reusable high-quality JavaScript applications and libraries,Stoyan Stefanov,,Packt Publishing,2008-07-24,USD 39.99,8.7
3128099,Visual Thinking,for Design,Colin Ware,,Morgan Kaufmann,2008-4-18,USD 49.95,8.4
3027550,Eric Meyer谈CSS（卷2）,,（美）迈耶、孟宪会,孟宪会,人民邮电出版社,2008-4,49.00元,7.9
25763770,孵化Twitter,从蛮荒到IPO的狂野旅程,[美]尼克·比尔顿(Nick Bilton),欧常智、张宇、单旖,浙江人民出版社,2014-1,49.9,7.6
4287404,Web编程入门经典,HTML、XHTML和CSS,达科特 (Jon Duckett),杜静、敖富江,清华大学出版社,2010-1-1,79.80元,7.9
10793814,黑客攻防技术宝典（第2版）,Web实战篇（第2版）,[英] Dafydd Stuttard、[英] Marcus Pinto,石华耀、傅志红,人民邮电出版社,2012-6-26,99.00元,8.7
24807524,Head First JavaScript Programming,,Eric T. Freeman、Elisabeth Robson,,O'Reilly Media,2014-4-10,USD 49.99,8.8
1440903,Defensive Design for the Web,How to improve error messages, help, forms, and other crisis points (Voices That Matter),37signals、Matthew Linderman、Jason Fried,,New Riders Press,02 March, 2004,$24.99,8.2
25945449,数据结构与算法JavaScript描述,,[美] Michael McMillan,王群锋、杜　欢,人民邮电出版社,2014-8,49.00元,6.3
3729677,MySQL性能调优与架构设计,,简朝阳,,电子工业出版社,2009-6,59.80元,8.1
1472607,Ajax基础教程,,（美）阿斯利森、（美）舒塔、金灵,金灵,人民邮电出版社,2006-02-01,35.00元,7.2
24165880,JavaScript核心概念及实践,,邱俊涛,,人民邮电出版社,2013-5-1,49.00元,7.8
6688828,Head First jQuery,,Ryan Benedetti , Ronan Cranley,,O'Reilly Media,2011-9,USD 39.99,8.3
3054707,Web标准实战,,锡德霍姆,常可,人民邮电出版社,2008-5,39.00元,8.4
4149124,jQuery Cookbook,Solutions & Examples for jQuery Developers,Lindley  Cody,,O'Reilly Media,2009-11-26,USD 34.99,8.6
1806321,网页设计与配色实例分析,,黎芳,,兵器工业出版社,2006,42.00元,7.5
4141734,疯狂XML讲义,,李刚,,电子工业出版社,2009-11,65.00元,8.4
25773187,Nginx高性能Web服务器详解,,苗泽,,电子工业出版社,2013-10,59.00元,6.4
7906788,Introduction to Tornado,,Michael Dory、Adam Parrish、Brendan Berg,,O'Reilly Media,2012-3-28,USD 23.99,7.6
1099982,专业主页设计技术,50佳站点赏析,[美] Jakob Nielsen、Marie Tahir,孙学涛、张颖、马英杰,人民邮电出版社,2002-7,86.00元,7.8
26589719,JavaScript设计模式,,张容铭,,人民邮电出版社,2015-8-1,59.00,7.7
3740086,Django Web开发指南,Python Web Development with Django,Jeff Forcier、Paul Bissex,徐旭铭,机械工业出版社,2009-5,49.00元,6.6
4719162,高性能网站建设进阶指南,Web开发者性能优化最佳实践,Steve Souders,口碑网前端团队,电子工业出版社,2010年4月,49.80元,8.9
25966259,CSS高效开发实战—CSS 3、LESS、SASS、Bootstrap、Foundation,CSS 3、LESS、SASS、Bootstrap、Foundation,谢郁,,电子工业出版社,2014-9,59.00,7.7
1440921,Paper Prototyping,The Fast and Easy Way to Design and Refine User Interfaces (The Morgan Kaufmann Series in Intera,Carolyn Snyder,,Morgan Kaufmann,02 April, 2003,$34.95,7.9
3765462,PHP高级程序设计,模式、框架与测试,Kevin McArthur,汪泳　等,人民邮电出版社出版,2009.7,45.00元,7.5
3327829,Web标准设计,,刘杰（嗷嗷）,,清华大学出版社,2009-1,75.00元,7.8
25837367,JavaScript启示录,,Cody Lindley,徐涛,人民邮电出版社,2014-3-1,35.00元,7.2
3246140,Web标准和SEO应用实践,,Aarron Walter,李清,机械工业出版社,2008,36.00元,7.0
4903307,HTML5 For Web Designer,,Jeremy Keith,,Happy Cog,2010,$18,8.0
4196842,PHP实战,,Dagfinn Reiersol、Marcus Baker、Chris Shiflett,张颖 等、段大为 审校,人民邮电出版社,2010-01,69.00元,7.9
2970072,Eric Meyer谈CSS（卷1）,,[美] Eric Meyer,孟宪会,人民邮电出版社,2008-2,49.00元,7.7
2003164,HTTP Pocket Reference,Hypertext Transfer Protocol,Clinton Wong,,O'Reilly Media,2000-06-06,USD 9.95,7.5
26022847,精通AngularJS,,Pawel Kozlowski、Peter Bacon Darwin,李路、王永强、马海波,华中科技大学出版社,2014-11-1,79.00,8.6
2981954,PHP 5权威编程,,(美)古曼兹等,简张桂,电子工业出版社,2007-12,90.00元,7.6
4766571,见微知著-WEB用户体验解构,,李清,,机械工业出版社,2010-4,36.00元,7.3
1099242,网络机器人Java编程指南,,美 Heaton J.,,电子工业出版社,2002-7,44.00元,7.5
2159023,CSS基础教程,Beginning CSS Web Development: From Novice to Professional,Simon Collison,刘志忠 等,人民邮电出版社,2007,49.00元,8.4
1931540,PHP & MySQL Web数据库应用开发指南,,[澳] Hugh E.Williams、David Lane,O’Reilly Taiwan 公司,东南大学出版社,2006-11,78.00元,7.6
3526595,Head First Web Design,A Brain Friendly Guide,Ethan Watrall、Jeff Siarto,,O’Reilly Media, Inc.,2009-01-02,$49.99,8.4
3360502,Advanced Web Metrics with Google Analytics,,Brian Clifton,,Sybex,2008,USD 39.99,8.5
3006856,深入浅出JavaScript,,（德）海尔曼,牛海彬,人民邮电出版社,2008-04-01,55.00元,7.5
25831404,Principles of Object-Oriented JavaScript,,Nicholas C. Zakas,,No Starch Press,2014-2,USD 24.95,8.9
10516399,零成本实现Web性能测试,基于Apache JMeter,温素剑,,电子工业出版社,2012-2,59.00元,6.4
1486020,Web Caching,,Duane Wessels,,O'Reilly Media, Inc.,2001-6,39.95美元,7.5
5954711,SNS网站构建,,Gavin Bell,张卫星、李占波、徐静,机械工业出版社,2011-2,69.00元,5.6
25752961,The Rails 4 Way,,Obie Fernandez、Kevin Faustino,,Addison-Wesley Professional,2014-6-8,USD 49.99,7.9
2121078,Ajax设计模式,,Michael Mahemoff,杨仁和,电子工业出版社,2007-5,78.00元,8.4
2109775,PHP与MySQL基础教程,,厄尔曼,陈宗斌,人民邮电出版社,2007-5,59.00元,8.2
25886197,深入理解Bootstrap,,徐涛,,机械工业出版社,2014-5,69.00元,7.0
3158926,精通CSS与HTML设计模式,,Michael Bowers,刘申 朱瑜敏 鲁奇,人民邮电出版社,2008-9,69.00元,7.4
3618849,网页设计解析,,周陟,,清华大学出版社,2009-3,62.00元,6.9
26106868,Java RESTful Web Service实战,,韩陆,,机械工业出版社,2014-10-1,69.00,6.5
1690890,GUI Bloopers,Don'ts and Do's for Software Developers and Web Designers (Interactive Technologies),Jeff Johnson,,Morgan Kaufmann,2000-03-31,USD 63.95,8.3
25756111,HTML5经典实例,,Christopher Schmitt、Kyle Simpson,李强,中国电力出版社,2013-7,48.00元,7.7
